,image_id,label,source,0,fold_0,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6
489,1086683858.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
490,1087450558.jpg,3,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
491,1088048736.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
493,1088343861.jpg,3,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
494,1088416255.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
495,1088631003.jpg,3,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
496,1088853815.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
497,1089147259.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
498,108944327.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
499,1089555688.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
502,1089887353.jpg,3,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
503,1090116806.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
504,1090266454.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
505,1090285146.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
506,109039552.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
510,1091388730.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
511,1091414887.jpg,3,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
512,1091450292.jpg,3,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
513,1091452653.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
514,1091529167.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
515,1091727259.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
521,1092645359.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
522,1092772509.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
524,1092874124.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
525,1093114557.jpg,3,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
526,1093539112.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
527,1093739814.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
532,1094476490.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
533,1094482700.jpg,3,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
534,1094531638.jpg,3,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
535,1094769327.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
536,1094811132.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
537,1095008050.jpg,3,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
539,1095482483.jpg,3,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
541,1095723751.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
542,1095798136.jpg,3,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
543,1095906723.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
544,1095991625.jpg,3,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
545,1096216935.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
549,1097202105.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
550,1097206620.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
551,1097213244.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
553,1097497550.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
554,1097598508.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
555,1097658176.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
556,109787893.jpg,3,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
557,1097928870.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
560,1098348421.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
561,1098384736.jpg,3,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
562,1098392001.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
564,1098603613.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
565,1098727659.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
566,1098903353.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
569,1099869110.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
572,1100049957.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
573,1100052546.jpg,3,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
574,1100123652.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
575,1100136717.jpg,3,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
578,110051175.jpg,3,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
581,1100718808.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
583,1101262562.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
584,1101317234.jpg,3,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
588,1102683272.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
590,1103037453.jpg,3,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
591,110316351.jpg,3,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
594,110366351.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
597,1104000386.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
598,1104298311.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
599,1104322555.jpg,3,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
600,1104367012.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
601,1104743192.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
602,1105163779.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
604,11054682.jpg,3,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
605,1105650232.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
607,1105873839.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
608,110588438.jpg,3,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
611,1106273992.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
613,1106608031.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
614,1107438.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
615,1107481034.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
616,1108320889.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
617,1108862699.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
618,1108899810.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
620,1109109430.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
621,1109216233.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
622,1109418037.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
623,110949726.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
624,1109535439.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
625,1109793764.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
626,1109928772.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
627,1110416706.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
628,1110421964.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
629,1110465816.jpg,3,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
630,1110776878.jpg,3,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
631,1111006106.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
632,111117998.jpg,3,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
634,1111352870.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
635,1111719655.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
636,1111878443.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
638,1112055301.jpg,3,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
639,1112568678.jpg,3,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
640,1112896854.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
642,1113197985.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
644,1113324991.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
645,1113547652.jpg,3,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
647,1113624946.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
649,1113813904.jpg,3,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
652,1114473986.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
654,1114918862.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
655,1114980117.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
656,1115186514.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
657,1115249889.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
658,1115273193.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
659,1115331699.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
663,1116229616.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
664,11162952.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
667,1116856972.jpg,3,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
668,1117006363.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
671,1117199954.jpg,3,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
672,1117253517.jpg,3,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
674,1117482915.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
675,111755849.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
676,1117635403.jpg,3,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
677,1117937512.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
679,1118049363.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
680,1118064801.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
682,1118213233.jpg,3,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
684,1118381273.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
685,1118493919.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
686,1118628939.jpg,3,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
687,1119046243.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
691,1119665495.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
694,1119934368.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
695,1119995789.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
696,1120005690.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
698,1120538910.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
699,1120557501.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
700,1120732120.jpg,3,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
701,1120933008.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
702,1120985228.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
705,1121169601.jpg,3,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
712,1122980752.jpg,3,2020,Cassava Mosaic Disease (CMD),train,test,train,train,train,train,train
716,1123902504.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
717,1124029406.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
718,1124166287.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
721,1124430120.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
722,1124493346.jpg,3,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
723,1124545066.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
725,112487271.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
728,11252426.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
731,112557905.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
732,1126189127.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
733,112619806.jpg,3,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
735,112646666.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
736,1126686225.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
737,1126766682.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
739,1126995294.jpg,3,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
740,1127054489.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
742,1127322697.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
743,1127352598.jpg,3,2020,Cassava Mosaic Disease (CMD),test,train,train,train,train,train,train
744,1127545108.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
745,1127648735.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
747,1128067244.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
749,112818929.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
750,1128373288.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
751,1128419407.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
753,1128747807.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
754,1129086927.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
755,1129343531.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,train,test
758,1129668095.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,test,train,train,train,train
760,113007530.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,train,test,train
762,1130568730.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,train,test,train,train
764,113115280.jpg,3,2020,Cassava Mosaic Disease (CMD),train,train,train,test,train,train,train
